"study2022"	"outcome"	"reference"	"pub_year"	"location1"	"location2"	"coordinate1"	"coordinate2"	"dd_lat"	"dd_long"	"gradient1"	"gradient2"	"gai"	"n_sp_paper"	"n_sp_LCVP"	"n_family_LCVP"	"n_lifeform1"	"n_lifeform2"	"n_lifeform3"	"n_lifestage"	"t_sp_paper"	"t_sp_LCVP"	"t_family_LCVP"	"t_lifeform1"	"t_lifeform2"	"t_lifeform3"	"t_lifestage3"	"t_lifestage1"	"t_lifestage3.1"	"lifeform1_similarity"	"lifeform2_similarity"	"lifestage_n_t"	"performance1"	"performance2"	"interaction_type"	"study_type"	"MEANc"	"MEANn"	"SDc"	"SDn"	"Nc"	"Nn"	"SE_c"	"SE_n"	"sucess_c"	"sucess_n"	"fail_c"	"fail_n"	"data_type"	"phylo_dist"	"zoneclima"	"effectsize"	"es_variance"	"lifeform_n_t"	"e_n"
"232"	"232_12"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"grey dune"	"2"	0.911	"Corynephorus canescens"	"Corynephorus canescens (L.) P.Beauv. "	"Poaceae"	"grass"	"grass"	"herb"	"young"	"Ammophila arenaria"	"Ammophila arenaria (L.) Link "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"young"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"biomass increment (total)"	"growth"	"inter"	"experimental"	-1.01	0.55	0.62	0.3	12	10	0.18	0.1	NA	NA	NA	NA	"hedges_d"	33.786579	"Temperate"	2.98980804140688	0.428096826483058	"h.h"	21.8181818181818
"232"	"232_14"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"grey dune"	"2"	0.911	"Corynephorus canescens"	"Corynephorus canescens (L.) P.Beauv. "	"Poaceae"	"grass"	"grass"	"herb"	"young"	"Corynephorus canescens"	"Corynephorus canescens (L.) P.Beauv. "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"young"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"biomass increment (total)"	"growth"	"intra"	"experimental"	1.5	1.48	1.32	2.86	15	14	0.34	0.77	NA	NA	NA	NA	"hedges_d"	0	"Temperate"	-0.00883398822407308	0.138096782970672	"h.h"	28.9655172413793
"232"	"232_25"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"grey dune"	"2"	0.911	"Corynephorus canescens"	"Corynephorus canescens (L.) P.Beauv. "	"Poaceae"	"grass"	"grass"	"herb"	"young"	"Elymus farctus"	"Thinopyrum junceum (L.) Á.Löve "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"young"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"survival"	"survival"	"inter"	"experimental"	44.4	72.22	30.86	31.42	6	6	12.6	12.83	NA	NA	NA	NA	"hedges_d"	95.480223	"Temperate"	0.824333498406483	0.374401671023129	"h.h"	12
"232"	"232_26"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"grey dune"	"2"	0.911	"Corynephorus canescens"	"Corynephorus canescens (L.) P.Beauv. "	"Poaceae"	"grass"	"grass"	"herb"	"young"	"Ammophila arenaria"	"Ammophila arenaria (L.) Link "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"young"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"survival"	"survival"	"inter"	"experimental"	66.7	55.56	33.31	31.43	6	6	13.6	12.83	NA	NA	NA	NA	"hedges_d"	33.786579	"Temperate"	-0.317425227912299	0.339422868002585	"h.h"	12
"232"	"232_28"	"Forey_et_al._2010"	2010	"Aquitaine, France (south)"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"grey dune"	"2"	0.911	"Corynephorus canescens"	"Corynephorus canescens (L.) P.Beauv. "	"Poaceae"	"grass"	"grass"	"herb"	"young"	"Corynephorus canescens"	"Corynephorus canescens (L.) P.Beauv. "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"young"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"survival"	"survival"	"intra"	"experimental"	83.6	77.78	24.98	24.85	6	6	10.2	10.14	NA	NA	NA	NA	"hedges_d"	0	"Temperate"	-0.215547307365626	0.336141264330702	"h.h"	12
"300"	"300_03"	"Le_Bagousse-Pinguet_et_al._2013"	2013	"Aquitaine"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"grey dunes"	"2"	0.911	"Helichrysum stoechas"	"Helichrysum stoechas (L.) Moench "	"Asteraceae"	"shrub"	"sub_shrub"	"woody"	"adult"	"Pancratium maritimum"	"Pancratium maritimum L. "	"Amaryllidaceae"	"forb"	"forb"	"herb"	"not_seedling"	"not informed (probably adult)"	"not_seedling"	"0"	"0"	"notseedling_notseedling"	"survival"	"survival"	"inter"	"experimental"	0.38	0.43	0.37	0.42	7	7	0.14	0.16	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	0.118237069998204	0.286395003277838	"w.h"	14
"300"	"300_06"	"Le_Bagousse-Pinguet_et_al._2013"	2013	"Aquitaine"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"grey dunes"	"2"	0.911	"Helichrysum stoechas"	"Helichrysum stoechas (L.) Moench "	"Asteraceae"	"shrub"	"sub_shrub"	"woody"	"adult"	"Oenothera biennis"	"Oenothera biennis L. "	"Onagraceae"	"forb"	"forb"	"herb"	"not_seedling"	"not informed (probably adult)"	"not_seedling"	"0"	"0"	"notseedling_notseedling"	"survival"	"survival"	"inter"	"experimental"	0.23	0.38	0.24	0.37	7	7	0.09	0.14	NA	NA	NA	NA	"hedges_d"	247.468472	"Temperate"	0.450189444921241	0.295582765477511	"w.h"	14
"300"	"300_01"	"Le_Bagousse-Pinguet_et_al._2013"	2013	"Aquitaine"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"grey dunes"	"2"	0.911	"Helichrysum stoechas"	"Helichrysum stoechas (L.) Moench "	"Asteraceae"	"shrub"	"sub_shrub"	"woody"	"adult"	"Festuca vasconcensis"	"Festuca vasconcensis (Markgr.-Dann.) Auquier & Kerguélen "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"not informed (probably adult)"	"not_seedling"	"0"	"0"	"notseedling_notseedling"	"survival"	"survival"	"inter"	"experimental"	0.71	0.71	0.71	0.71	7	7	0.27	0.27	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	0	0.285714285714286	"w.h"	14
"300"	"300_05"	"Le_Bagousse-Pinguet_et_al._2013"	2013	"Aquitaine"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"grey dunes"	"2"	0.911	"Helichrysum stoechas"	"Helichrysum stoechas (L.) Moench "	"Asteraceae"	"shrub"	"sub_shrub"	"woody"	"adult"	"Elymus farctus"	"Thinopyrum junceum (L.) Á.Löve "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"not informed (probably adult)"	"not_seedling"	"0"	"0"	"notseedling_notseedling"	"survival"	"survival"	"inter"	"experimental"	0.52	0.86	0.53	0.85	7	7	0.2	0.32	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	0.449268242724513	0.295542419955302	"w.h"	14
"300"	"300_02"	"Le_Bagousse-Pinguet_et_al._2013"	2013	"Aquitaine"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"grey dunes"	"2"	0.911	"Helichrysum stoechas"	"Helichrysum stoechas (L.) Moench "	"Asteraceae"	"shrub"	"sub_shrub"	"woody"	"adult"	"Senecio inaequidens"	"Senecio inaequidens DC. "	"Asteraceae"	"forb or sub-shrub"	"sub_shrub"	"woody"	"not_seedling"	"not informed (probably adult)"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"survival"	"survival"	"inter"	"experimental"	0.14	0.24	0.13	0.24	7	7	0.05	0.09	NA	NA	NA	NA	"hedges_d"	45.978918	"Temperate"	0.484937440334026	0.297164960219564	"w.w"	14
"300"	"300_04"	"Le_Bagousse-Pinguet_et_al._2013"	2013	"Aquitaine"	"France"	"44°43'N"	"01°14'W"	44.717	"-1.233"	"grey dunes"	"2"	0.911	"Helichrysum stoechas"	"Helichrysum stoechas (L.) Moench "	"Asteraceae"	"shrub"	"sub_shrub"	"woody"	"adult"	"Cistus salviifolius"	"Cistus salviifolius L. "	"Cistaceae"	"sub-shrub"	"sub_shrub"	"woody"	"not_seedling"	"not informed (probably adult)"	"not_seedling"	"1"	"1"	"notseedling_notseedling"	"survival"	"survival"	"inter"	"experimental"	0.14	0.29	0.13	0.29	7	7	0.05	0.11	NA	NA	NA	NA	"hedges_d"	247.468472	"Temperate"	0.624732967223686	0.304718437337526	"w.w"	14
"245"	"245_02"	"Cushman_et_al._2010"	2010	"California, USA"	"USA"	"38°18'N"	"123°03'W"	38.333	"-123.05"	"hind-dune"	"2"	0.779	"Ericameria ericoides"	"Ericameria ericoides (Less.) Nutt. ex Jeps. "	"Asteraceae"	"shrub"	"shrub"	"woody"	"not informed (probably adult)"	"Claytonia perfoliata"	"Claytonia perfoliata Donn ex Willd. "	"Montiaceae"	"herb"	"forb"	"herb"	"several"	"not informed"	"several"	"0"	"0"	"impossible"	"abundance (density)"	"abundance"	"inter"	"observational"	6.72	405	12.64	230.25	24	24	2.58	47	NA	NA	NA	NA	"hedges_d"	239.748466	"Temperate"	2.40251011626915	0.148548014921446	"w.h"	48
"245"	"245_01"	"Cushman_et_al._2010"	2010	"California, USA"	"USA"	"38°18'N"	"123°03'W"	38.333	"-123.05"	"hind-dune"	"2"	0.779	"Lupinus chamissonis"	"Lupinus chamissonis Eschsch. "	"Fabaceae"	"shrub"	"shrub"	"woody"	"not informed (probably adult)"	"Claytonia perfoliata"	"Claytonia perfoliata Donn ex Willd. "	"Montiaceae"	"herb"	"forb"	"herb"	"several"	"not informed"	"several"	"0"	"0"	"impossible"	"abundance (density)"	"abundance"	"inter"	"observational"	6.72	494	12.64	323.33	24	24	2.58	66	NA	NA	NA	NA	"hedges_d"	247.468472	"Temperate"	2.0947430906003	0.132909901608225	"w.h"	48
"501"	"501_01"	"Magnoli_et_al_2013"	2013	"California (Bodega Head Sonoma County)"	"USA"	"38°19'N"	"123°3'W"	38.301	"-123.054"	"hind-dune"	"2"	0.885	"Carpobrotus edulis"	"Carpobrotus edulis (L.) N.E.Br. "	"Aizoaceae"	"succulent perennial"	"forb"	"herb"	"not seedling"	"Bromus diandrus"	"Bromus diandrus Roth "	"Poaceae"	"grass annual"	"grass"	"herb"	"seed"	"seed"	"seed"	"0"	"1"	"notseedling_seedling"	"seedling emergence (%)"	"emergence"	"inter"	"experimental"	72.93	53.5	31.35	29.92	20	20	7.01	6.69	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	-0.621457825877373	0.105326267412833	"h.h"	40
"245"	"245_06"	"Cushman_et_al._2010"	2010	"California, USA"	"USA"	"38°18'N"	"123°03'W"	38.333	"-123.05"	"hind-dune"	"2"	0.779	"Ericameria ericoides"	"Ericameria ericoides (Less.) Nutt. ex Jeps. "	"Asteraceae"	"shrub"	"shrub"	"woody"	"not informed (probably adult)"	"Bromus diandrus"	"Bromus diandrus Roth "	"Poaceae"	"exotic grass"	"grass"	"herb"	"several"	"not informed"	"several"	"0"	"0"	"impossible"	"abundance (density)"	"abundance"	"inter"	"observational"	9.3	12.8	23.03	17.15	24	24	4.7	3.5	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	0.169551489400961	0.0836581349231759	"w.h"	48
"245"	"245_10"	"Cushman_et_al._2010"	2010	"California, USA"	"USA"	"38°18'N"	"123°03'W"	38.333	"-123.05"	"hind-dune"	"2"	0.779	"Ericameria ericoides"	"Ericameria ericoides (Less.) Nutt. ex Jeps. "	"Asteraceae"	"shrub"	"shrub"	"woody"	"not informed (probably adult)"	"Vulpia bromoides"	"Vulpia bromoides (L.) Gray "	"Poaceae"	"exotic grass"	"grass"	"herb"	"several"	"not informed"	"several"	"0"	"0"	"impossible"	"abundance (density)"	"abundance"	"inter"	"observational"	40.7	16.3	39.68	22.54	24	24	8.1	4.6	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	-0.743740584723681	0.0895830149015305	"w.h"	48
"334"	"334_01"	"Kleinhesselink_et_al._2014"	2014	"California (Bodega Head in Sonoma County)"	"USA"	"38°19'N"	"123°3'W"	38.311	"-123.066"	"hind-dune"	"2"	0.798	"Ericameria ericoides"	"Ericameria ericoides (Less.) Nutt. ex Jeps. "	"Asteraceae"	"shrub"	"shrub"	"woody"	"not informed (probably adult)"	"Bromus diandrus"	"Bromus diandrus Roth "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"adult"	"not_seedling"	"0"	"0"	"impossible"	"aboveground biomass"	"growth"	"inter"	"experimental"	0.48	0.74	0.37	0.35	30	30	0.07	0.06	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	0.712561064822726	0.0711796716365733	"w.h"	60
"334"	"334_02"	"Kleinhesselink_et_al._2014"	2014	"California (Bodega Head in Sonoma County)"	"USA"	"38°19'N"	"123°3'W"	38.311	"-123.066"	"hind-dune"	"2"	0.798	"Ericameria ericoides"	"Ericameria ericoides (Less.) Nutt. ex Jeps. "	"Asteraceae"	"shrub"	"shrub"	"woody"	"not informed (probably adult)"	"Bromus diandrus"	"Bromus diandrus Roth "	"Poaceae"	"grass"	"grass"	"herb"	"not_seedling"	"adult"	"not_seedling"	"0"	"0"	"impossible"	"number of spikilets in each plant"	"reproduction"	"inter"	"experimental"	11.05	15.82	8.79	8.18	30	30	1.6	1.49	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	0.554504233222263	0.0693996146590033	"w.h"	60
"334"	"334_03"	"Kleinhesselink_et_al._2014"	2014	"California (Bodega Head in Sonoma County)"	"USA"	"38°19'N"	"123°3'W"	38.311	"-123.066"	"hind-dune"	"2"	0.798	"Ericameria ericoides"	"Ericameria ericoides (Less.) Nutt. ex Jeps. "	"Asteraceae"	"shrub"	"shrub"	"woody"	"not informed (probably adult)"	"Bromus diandrus"	"Bromus diandrus Roth "	"Poaceae"	"grass"	"grass"	"herb"	"seedling"	"seedling"	"seedling"	"0"	"0"	"impossible"	"survival"	"survival"	"inter"	"experimental"	NA	NA	NA	NA	60	60	NA	NA	57	59	3	1	"odds"	271.516128	"Temperate"	0.686726342266228	0.502415553911783	"w.h"	120
"245"	"245_05"	"Cushman_et_al._2010"	2010	"California, USA"	"USA"	"38°18'N"	"123°03'W"	38.333	"-123.05"	"hind-dune"	"2"	0.779	"Lupinus chamissonis"	"Lupinus chamissonis Eschsch. "	"Fabaceae"	"shrub"	"shrub"	"woody"	"not informed (probably adult)"	"Bromus diandrus"	"Bromus diandrus Roth "	"Poaceae"	"exotic grass"	"grass"	"herb"	"several"	"not informed"	"several"	"0"	"0"	"impossible"	"abundance (density)"	"abundance"	"inter"	"observational"	9.3	17.4	23.03	17.15	24	24	4.7	3.5	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	0.392390589756511	0.0850729441341145	"w.h"	48
"245"	"245_09"	"Cushman_et_al._2010"	2010	"California, USA"	"USA"	"38°18'N"	"123°03'W"	38.333	"-123.05"	"hind-dune"	"2"	0.779	"Lupinus chamissonis"	"Lupinus chamissonis Eschsch. "	"Fabaceae"	"shrub"	"shrub"	"woody"	"not informed (probably adult)"	"Vulpia bromoides"	"Vulpia bromoides (L.) Gray "	"Poaceae"	"exotic grass"	"grass"	"herb"	"several"	"not informed"	"several"	"0"	"0"	"impossible"	"abundance (density)"	"abundance"	"inter"	"observational"	40.7	2.33	39.68	17.05	24	24	8.1	3.48	NA	NA	NA	NA	"hedges_d"	271.516128	"Temperate"	-1.23582881049	0.100588992708028	"w.h"	48
"215"	"215_09"	"Yu_et_al._2009"	2009	"Poleg Stream Nature Reserve, Israel"	"Israel"	"32°03'N"	"34°45'E"	32.05	"34.75"	"matrix of shrubs and open stabilized pacthes dominated by herbaceous plants"	"2"	0.295	"Retama raetam"	"Retama raetam (Forssk.) Webb & Berthel. "	"Fabaceae"	"shrub"	"shrub"	"woody"	"adult"	"Maresia pulchella"	"Maresia pulchella (DC.) O.E.Schulz "	"Brassicaceae"	"not informed (but see http://www.flowersinisrael.com/Maresiapulchella_page.htm)"	"forb"	"herb"	"seedling"	"seedling"	"seedling"	"0"	"0"	"notseedling_seedling"	"density (m²)"	"abundance"	"inter"	"observational"	90.7	0	26	0	40	40	4.11	0	NA	NA	NA	NA	"hedges_d"	237.157207	"Sub-tropical"	-4.88581468793387	0.206527298042281	"w.h"	80
"215"	"215_10"	"Yu_et_al._2009"	2009	"Poleg Stream Nature Reserve, Israel"	"Israel"	"32°03'N"	"34°45'E"	32.05	"34.75"	"matrix of shrubs and open stabilized pacthes dominated by herbaceous plants"	"2"	0.295	"Retama raetam"	"Retama raetam (Forssk.) Webb & Berthel. "	"Fabaceae"	"shrub"	"shrub"	"woody"	"adult"	"Plantago psyllium"	"Plantago arenaria Waldst. & Kit. "	"Plantaginaceae"	"not informed (but see http://www.flowersinisrael.com/Plantagoafra_page.htm)"	"forb"	"herb"	"seedling"	"seedling"	"seedling"	"0"	"0"	"notseedling_seedling"	"density (m²)"	"abundance"	"inter"	"observational"	154	15.4	44	5.2	40	40	6.96	0.82	NA	NA	NA	NA	"hedges_d"	247.468472	"Sub-tropical"	-4.38128704493094	0.175869214462965	"w.h"	80
"215"	"215_11"	"Yu_et_al._2009"	2009	"Poleg Stream Nature Reserve, Israel"	"Israel"	"32°03'N"	"34°45'E"	32.05	"34.75"	"matrix of shrubs and open stabilized pacthes dominated by herbaceous plants"	"2"	0.295	"Retama raetam"	"Retama raetam (Forssk.) Webb & Berthel. "	"Fabaceae"	"shrub"	"shrub"	"woody"	"adult"	"Polycarpon succulentum"	"Polycarpaea succulenta (Delile) Mscr."	"Caryophyllaceae"	"not informed (but see http://www.flowersinisrael.com/Polycarponsucculentum_page.htm)"	"forb"	"herb"	"seedling"	"seedling"	"seedling"	"0"	"0"	"notseedling_seedling"	"density (m²)"	"abundance"	"inter"	"observational"	86.3	8.63	26.7	0	40	40	4.22	0	NA	NA	NA	NA	"hedges_d"	247.468472	"Sub-tropical"	-4.07422580805446	0.158844452201159	"w.h"	80
"215"	"215_12"	"Yu_et_al._2009"	2009	"Poleg Stream Nature Reserve, Israel"	"Israel"	"32°03'N"	"34°45'E"	32.05	"34.75"	"matrix of shrubs and open stabilized pacthes dominated by herbaceous plants"	"2"	0.295	"Retama raetam"	"Retama raetam (Forssk.) Webb & Berthel. "	"Fabaceae"	"shrub"	"shrub"	"woody"	"adult"	"Arenaria leptocladus"	"Arenaria leptoclados Boiss. "	"Caryophyllaceae"	"not informed (but see pictures in Google)"	"forb"	"herb"	"seedling"	"seedling"	"seedling"	"0"	"0"	"notseedling_seedling"	"density (m²)"	"abundance"	"inter"	"observational"	146	41.7	44.7	17.3	40	40	7.07	2.74	NA	NA	NA	NA	"hedges_d"	247.468472	"Sub-tropical"	-3.04769106719684	0.110905707332644	"w.h"	80
"215"	"215_14"	"Yu_et_al._2009"	2009	"Poleg Stream Nature Reserve, Israel"	"Israel"	"32°03'N"	"34°45'E"	32.05	"34.75"	"matrix of shrubs and open stabilized pacthes dominated by herbaceous plants"	"2"	0.295	"Retama raetam"	"Retama raetam (Forssk.) Webb & Berthel. "	"Fabaceae"	"shrub"	"shrub"	"woody"	"adult"	"Crepis aculeata"	"Crepis aculeata (DC.) Boiss. "	"Asteraceae"	"not informed (but see http://www.flowersinisrael.com/Crepisaculeata_page.htm)"	"forb"	"herb"	"seedling"	"seedling"	"seedling"	"0"	"0"	"notseedling_seedling"	"density (m²)"	"abundance"	"inter"	"observational"	180	44.5	46	20.6	40	40	7.27	3.26	NA	NA	NA	NA	"hedges_d"	247.468472	"Sub-tropical"	-3.76525777505286	0.142962016346415	"w.h"	80
"215"	"215_15"	"Yu_et_al._2009"	2009	"Poleg Stream Nature Reserve, Israel"	"Israel"	"32°03'N"	"34°45'E"	32.05	"34.75"	"matrix of shrubs and open stabilized pacthes dominated by herbaceous plants"	"2"	0.295	"Retama raetam"	"Retama raetam (Forssk.) Webb & Berthel. "	"Fabaceae"	"shrub"	"shrub"	"woody"	"adult"	"Rumex bucephalophorus"	"Rumex bucephalophorus L. "	"Polygonaceae"	"not informed (but see http://www.flowersinisrael.com/Rumexbucephalophorus_page.htm)"	"forb"	"herb"	"seedling"	"seedling"	"seedling"	"0"	"0"	"notseedling_seedling"	"density (m²)"	"abundance"	"inter"	"observational"	203	24	75	8.5	40	40	11.86	1.34	NA	NA	NA	NA	"hedges_d"	247.468472	"Sub-tropical"	-3.32141730547966	0.122337416701535	"w.h"	80
"215"	"215_16"	"Yu_et_al._2009"	2009	"Poleg Stream Nature Reserve, Israel"	"Israel"	"32°03'N"	"34°45'E"	32.05	"34.75"	"matrix of shrubs and open stabilized pacthes dominated by herbaceous plants"	"2"	0.295	"Retama raetam"	"Retama raetam (Forssk.) Webb & Berthel. "	"Fabaceae"	"shrub"	"shrub"	"woody"	"adult"	"Fumaria judaica"	"Fumaria judaica Boiss. "	"Fumariaceae"	"not informed (but see http://www.flowersinisrael.com/Fumariajudaica_page.htm)"	"forb"	"herb"	"seedling"	"seedling"	"seedling"	"0"	"0"	"notseedling_seedling"	"density (m²)"	"abundance"	"inter"	"observational"	20.8	80	5.2	26	40	40	0.82	4.11	NA	NA	NA	NA	"hedges_d"	263.361398	"Sub-tropical"	3.12704939035604	0.11411882993594	"w.h"	80
"215"	"215_17"	"Yu_et_al._2009"	2009	"Poleg Stream Nature Reserve, Israel"	"Israel"	"32°03'N"	"34°45'E"	32.05	"34.75"	"matrix of shrubs and open stabilized pacthes dominated by herbaceous plants"	"2"	0.295	"Retama raetam"	"Retama raetam (Forssk.) Webb & Berthel. "	"Fabaceae"	"shrub"	"shrub"	"woody"	"adult"	"Anagallis arvensis"	"Anagallis arvensis L. "	"Myrsinaceae"	"not informed (but see http://www.flowersinisrael.com/Anagallisarvensis_page.htm)"	"forb"	"herb"	"seedling"	"seedling"	"seedling"	"0"	"0"	"notseedling_seedling"	"density (m²)"	"abundance"	"inter"	"observational"	160	124	39	43	40	40	6.17	6.8	NA	NA	NA	NA	"hedges_d"	247.468472	"Sub-tropical"	-0.86854155520019	0.0549464920002298	"w.h"	80
"215"	"215_18"	"Yu_et_al._2009"	2009	"Poleg Stream Nature Reserve, Israel"	"Israel"	"32°03'N"	"34°45'E"	32.05	"34.75"	"matrix of shrubs and open stabilized pacthes dominated by herbaceous plants"	"2"	0.295	"Retama raetam"	"Retama raetam (Forssk.) Webb & Berthel. "	"Fabaceae"	"shrub"	"shrub"	"woody"	"adult"	"Valantia hispida"	"Valantia hispida L. "	"Rubiaceae"	"not informed (but see http://www.flowersinisrael.com/Valantiahispida_page.htm)"	"forb"	"herb"	"seedling"	"seedling"	"seedling"	"0"	"0"	"notseedling_seedling"	"density (m²)"	"abundance"	"inter"	"observational"	0	282	1.5	86.5	40	40	0.24	13.68	NA	NA	NA	NA	"hedges_d"	247.468473	"Sub-tropical"	4.56531515829167	0.186665103406561	"w.h"	80
"215"	"215_19"	"Yu_et_al._2009"	2009	"Poleg Stream Nature Reserve, Israel"	"Israel"	"32°03'N"	"34°45'E"	32.05	"34.75"	"matrix of shrubs and open stabilized pacthes dominated by herbaceous plants"	"2"	0.295	"Retama raetam"	"Retama raetam (Forssk.) Webb & Berthel. "	"Fabaceae"	"shrub"	"shrub"	"woody"	"adult"	"Trifolium palaestinum"	"Trifolium palaestinum Boiss. "	"Fabaceae"	"not informed (but see http://www.flowersinisrael.com/Trifoliumpalaestinum_page.htm)"	"forb"	"herb"	"seedling"	"seedling"	"seedling"	"0"	"0"	"notseedling_seedling"	"density (m²)"	"abundance"	"inter"	"observational"	216	11.6	73	3.1	40	40	11.54	0.49	NA	NA	NA	NA	"hedges_d"	169.526674	"Sub-tropical"	-3.91804883993404	0.150659738467667	"w.h"	80
"215"	"215_20"	"Yu_et_al._2009"	2009	"Poleg Stream Nature Reserve, Israel"	"Israel"	"32°03'N"	"34°45'E"	32.05	"34.75"	"matrix of shrubs and open stabilized pacthes dominated by herbaceous plants"	"2"	0.295	"Retama raetam"	"Retama raetam (Forssk.) Webb & Berthel. "	"Fabaceae"	"shrub"	"shrub"	"woody"	"adult"	"Ifloga spicata"	"Ifloga spicata (Forssk.) Sch.Bip. "	"Asteraceae"	"not informed (but see http://apps.kew.org/herbcat/detailsQuery.domageId=130480&pageCode=1&presentPage=1&queryId=2&sessionId=A554C8BD34057C4E02C7F91283C2F41B&barcode=K000274253)"	"forb"	"herb"	"seedling"	"seedling"	"seedling"	"0"	"0"	"notseedling_seedling"	"density (m²)"	"abundance"	"inter"	"observational"	231	0	119	0	40	40	18.82	0	NA	NA	NA	NA	"hedges_d"	247.468473	"Sub-tropical"	-2.71874246205802	0.0984676817313943	"w.h"	80
"215"	"215_13"	"Yu_et_al._2009"	2009	"Poleg Stream Nature Reserve, Israel"	"Israel"	"32°03'N"	"34°45'E"	32.05	"34.75"	"matrix of shrubs and open stabilized pacthes dominated by herbaceous plants"	"2"	0.295	"Retama raetam"	"Retama raetam (Forssk.) Webb & Berthel. "	"Fabaceae"	"shrub"	"shrub"	"woody"	"adult"	"Cutandia philistaea"	"Desmazeria philistaea (Boiss.) H.Scholz "	"Poaceae"	"not informed (but see http://apps.kew.org/herbcat/getHomePageResults.do?homePageSearchText=Desmazeria+philistaea)"	"grass"	"herb"	"seedling"	"seedling"	"seedling"	"0"	"0"	"notseedling_seedling"	"density (m²)"	"abundance"	"inter"	"observational"	88.4	79	26.9	57.7	40	40	4.25	9.12	NA	NA	NA	NA	"hedges_d"	271.516128	"Sub-tropical"	-0.206798774686143	0.0502804219657382	"w.h"	80
"389"	"389_18"	"Cusseddu_et_al._2016"	2016	"Sardinia (Badesi)"	"Italy"	"40°56'45\"N"	"08°49'41\"E"	40.946	"8.828"	"middle-dunes"	"2"	0.344	"Pancratium maritimum"	"Pancratium maritimum L. "	"Amaryllidaceae"	"forb"	"forb"	"herb"	"adult"	"Pancratium maritimum"	"Pancratium maritimum L. "	"Amaryllidaceae"	"forb"	"forb"	"herb"	"seedling"	"seedling"	"seedling"	"1"	"1"	"notseedling_seedling"	"survival"	"survival"	"intra"	"observational"	NA	NA	NA	NA	25	25	NA	NA	0	0	25	25	"odds"	0	"Temperate"	0	1.49804641783251	"h.h"	50
"389"	"389_08"	"Cusseddu_et_al._2016"	2016	"Sardinia (Badesi)"	"Italy"	"40°56'45\"N"	"08°49'41\"E"	40.946	"8.828"	"middle-dunes"	"2"	0.344	"Lotus cytisoides"	"Lotus cytisoides L. "	"Fabaceae"	"herb (information confirmed by Valentina Cusseddu by e-mail in may 2020)"	"forb"	"herb"	"several"	"Carpobrotus acinaciformis"	"Carpobrotus acinaciformis (L.) L.Bolus "	"Aizoaceae"	"perennial (does it mean forb?)"	"forb"	"herb"	"several"	"not informed"	"several"	"1"	"1"	"several"	"plant coverage"	"abundance"	"inter"	"experimental"	16.9	8.3	16.8	13.3	8	8	5.94	4.7	NA	NA	NA	NA	"hedges_d"	247.468473	"Temperate"	-0.536549301730668	0.261735541033002	"h.h"	16
