checking,researcher,study2013,study2017,study2020,study2022,outcome,reference,doi,pub_year,start_date,end_date,location1,location2,coordinate1,coordinate2,dd_lat,dd_long,region1,region2,climate1,climate2,map1,map2,gai,gradient1,gradient2,n_type,n_sp_paper,n_sp,n_sp_LCVP,n_family_paper,n_family,n_family_LCVP,n_lifeform1,n_lifeform2,n_lifeform3,n_origin1,n_origin2,n_origin3,n_lifestage,t_sp_paper,t_sp,t_sp_LCVP,t_family_paper,t_family,t_family_LCVP,t_lifeform1,t_lifeform2,t_lifeform3,t_origin1,t_origin2,t_origin3,t_lifestage1,t_lifestage2,t_lifestage3,lifeform1_similarity,lifeform2_similarity,lifestage_n_t,interaction_type,performance1,performance2,study_type,duration,net_interaction,last_year,obs,suitable_meta,suitable_meta_reason,suitable_for_master_project,suitable_master_reason,target_sp_plot,data_location,differences_within_outcomes,cID,nID,MEANc,MEANn,SDc,SDn,Nc,Nn,SE_c,SE_n,sucess_c,sucess_n,fail_c,fail_n,data_type,ask_data,status_oct2017,status_email,answer_obs
camila,luanne,after_2013,389,389,389,389_05,Cusseddu_et_al._2016,10.7717/peerj.2199,2016,mar/2013,mar/2014,Sardinia (Badesi),Italy,"40°56'45""N","08°49'41""E","40,946","8,828",not informed,temperate,mediterranean,mediterranean,"not informed (but see https://weather-and-climate.com/average-monthly-precipitation-Rainfall,badesi-sardinia-it,Italy) / https://www.researchgate.net/publication/260409523_Exploitation_of_Annual_and_Perennial_Herbaceous_Species_for_the_Rehabilitation_of_a_Sand_Quarry_in_a_Mediterranean_Environment",600,"0,344",middle-dunes,2,mixed,Armeria pungens,armeria pungens,,not informed,completar,,sub-shrub,sub_shrub,woody,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30024238-2),native_country,native,several,Lotus cytisoides,lotus cytisoides,,not informed,completar,,herb (information confirmed by Valentina Cusseddu by e-mail in may 2020),forb,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:503580-1),native_country,native,not informed,several,several,0,0,several,inter,plant coverage,abundance,experimental,540,neutral,2014,"I assumed that authors pooled all the plots and averaged the target species cover in Fig. 4. The authors do not inform if data in Fig 4 are mean and SE, but because they provided raw data (supplementary material, file ""Raw_data_Cusseddu, spreadsheet ""Species inter(plant cover)"") we could confirm they correspond to mean and SE. I calculated mean and SD data after 18 months directly from raw data. ",yes,yes,yes,,single sps,"figure 4 or supplementary materia (Raw data - ""Species inter (plant cover)"" - Percent cover after 18 months)",pair-wise species and point in the gradient,389_05,389_02,17.90,6.00,20.10,9.00,8.00,8.00,7.11,3.18,NA,NA,NA,NA,hedges_d,no,ok,na,na
camila,luanne,after_2013,389,389,389,389_06,Cusseddu_et_al._2016,10.7717/peerj.2199,2016,mar/2013,mar/2014,Sardinia (Badesi),Italy,"40°56'45""N","08°49'41""E","40,946","8,828",not informed,temperate,mediterranean,mediterranean,"not informed (but see https://weather-and-climate.com/average-monthly-precipitation-Rainfall,badesi-sardinia-it,Italy) / https://www.researchgate.net/publication/260409523_Exploitation_of_Annual_and_Perennial_Herbaceous_Species_for_the_Rehabilitation_of_a_Sand_Quarry_in_a_Mediterranean_Environment",600,"0,344",middle-dunes,2,mixed,Carpobrotus acinaciformis,carpobrotus acinaciformis,,not informed,completar,,perennial (does it mean forb?),forb,herb,not informed (but see http://www.tandfonline.com/doi/full/10.1080/11263504.2015.1115438?scroll=top&needAccess=true AND http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:360773-1#distribution-map),exotic_naturalized_country,naturalized,several,Lotus cytisoides,lotus cytisoides,,not informed,completar,,herb (information confirmed by Valentina Cusseddu by e-mail in may 2020),forb,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:503580-1),native_country,native,not informed,several,several,1,1,several,inter,plant coverage,abundance,experimental,540,neutral,2014,"I assumed that authors pooled all the plots and averaged the target species cover in Fig. 4. The authors do not inform if data in Fig 4 are mean and SE, but because they provided raw data (supplementary material, file ""Raw_data_Cusseddu, spreadsheet ""Species inter(plant cover)"") we could confirm they correspond to mean and SE. I calculated mean and SD data after 18 months directly from raw data. ",yes,yes,yes,,single sps,"figure 4 or supplementary materia (Raw data - ""Species inter (plant cover)"" - Percent cover after 18 months)",pair-wise species and point in the gradient,389_06,389_04,6.00,9.80,5.60,8.90,8.00,8.00,1.98,3.15,NA,NA,NA,NA,hedges_d,no,ok,na,na
camila,luanne,after_2013,389,389,389,389_07,Cusseddu_et_al._2016,10.7717/peerj.2199,2016,mar/2013,mar/2014,Sardinia (Badesi),Italy,"40°56'45""N","08°49'41""E","40,946","8,828",not informed,temperate,mediterranean,mediterranean,"not informed (but see https://weather-and-climate.com/average-monthly-precipitation-Rainfall,badesi-sardinia-it,Italy) / https://www.researchgate.net/publication/260409523_Exploitation_of_Annual_and_Perennial_Herbaceous_Species_for_the_Rehabilitation_of_a_Sand_Quarry_in_a_Mediterranean_Environment",600,"0,344",middle-dunes,2,mixed,Armeria pungens,armeria pungens,,not informed,completar,,sub-shrub,sub_shrub,woody,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30024238-2),native_country,native,several,Carpobrotus acinaciformis,carpobrotus acinaciformis,,not informed,completar,,perennial (does it mean forb?),forb,herb,not informed (but see http://www.tandfonline.com/doi/full/10.1080/11263504.2015.1115438?scroll=top&needAccess=true AND http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:360773-1#distribution-map),exotic_naturalized_country,naturalized,not informed,several,several,0,0,several,inter,plant coverage,abundance,experimental,540,neutral,2014,"I assumed that authors pooled all the plots and averaged the target species cover in Fig. 4. The authors do not inform if data in Fig 4 are mean and SE, but because they provided raw data (supplementary material, file ""Raw_data_Cusseddu, spreadsheet ""Species inter(plant cover)"") we could confirm they correspond to mean and SE. I calculated mean and SD data after 18 months directly from raw data. ",yes,yes,yes,,single sps,"figure 4 or supplementary materia (Raw data - ""Species inter (plant cover)"" - Percent cover after 18 months)",pair-wise species and point in the gradient,389_07,389_03,5.40,0.40,15.20,1.00,8.00,8.00,5.37,0.35,NA,NA,NA,NA,hedges_d,no,ok,na,na
camila,luanne,after_2013,389,389,389,389_08,Cusseddu_et_al._2016,10.7717/peerj.2199,2016,mar/2013,mar/2014,Sardinia (Badesi),Italy,"40°56'45""N","08°49'41""E","40,946","8,828",not informed,temperate,mediterranean,mediterranean,"not informed (but see https://weather-and-climate.com/average-monthly-precipitation-Rainfall,badesi-sardinia-it,Italy) / https://www.researchgate.net/publication/260409523_Exploitation_of_Annual_and_Perennial_Herbaceous_Species_for_the_Rehabilitation_of_a_Sand_Quarry_in_a_Mediterranean_Environment",600,"0,344",middle-dunes,2,mixed,Lotus cytisoides,lotus cytisoides,,not informed,completar,,herb (information confirmed by Valentina Cusseddu by e-mail in may 2020),forb,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:503580-1),native_country,native,several,Carpobrotus acinaciformis,carpobrotus acinaciformis,,not informed,completar,,perennial (does it mean forb?),forb,herb,not informed (but see http://www.tandfonline.com/doi/full/10.1080/11263504.2015.1115438?scroll=top&needAccess=true AND http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:360773-1#distribution-map),exotic_naturalized_country,naturalized,not informed,several,several,1,1,several,inter,plant coverage,abundance,experimental,540,neutral,2014,"I assumed that authors pooled all the plots and averaged the target species cover in Fig. 4. The authors do not inform if data in Fig 4 are mean and SE, but because they provided raw data (supplementary material, file ""Raw_data_Cusseddu, spreadsheet ""Species inter(plant cover)"") we could confirm they correspond to mean and SE. I calculated mean and SD data after 18 months directly from raw data. ",yes,yes,yes,,single sps,"figure 4 or supplementary materia (Raw data - ""Species inter (plant cover)"" - Percent cover after 18 months)",pair-wise species and point in the gradient,389_08,389_04,16.90,8.30,16.80,13.30,8.00,8.00,5.94,4.70,NA,NA,NA,NA,hedges_d,no,ok,na,na
camila,luanne,after_2013,389,389,389,389_09,Cusseddu_et_al._2016,10.7717/peerj.2199,2016,mar/2013,mar/2014,Sardinia (Badesi),Italy,"40°56'45""N","08°49'41""E","40,946","8,828",not informed,temperate,mediterranean,mediterranean,"not informed (but see https://weather-and-climate.com/average-monthly-precipitation-Rainfall,badesi-sardinia-it,Italy) / https://www.researchgate.net/publication/260409523_Exploitation_of_Annual_and_Perennial_Herbaceous_Species_for_the_Rehabilitation_of_a_Sand_Quarry_in_a_Mediterranean_Environment",600,"0,344",back dunes,2,mixed,Carpobrotus acinaciformis,carpobrotus acinaciformis,,not informed,completar,,perennial (does it mean forb?),forb,herb,not informed (but see http://www.tandfonline.com/doi/full/10.1080/11263504.2015.1115438?scroll=top&needAccess=true AND http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:360773-1#distribution-map),exotic_naturalized_country,naturalized,several,Armeria pungens,armeria pungens,,not informed,completar,,sub-shrub,sub_shrub,woody,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30024238-2),native_country,native,not informed,several,several,0,0,several,inter,plant coverage,abundance,experimental,540,neutral,2014,"I assumed that authors pooled all the plots and averaged the target species cover in Fig. 4. The authors do not inform if data in Fig 4 are mean and SE, but because they provided raw data (supplementary material, file ""Raw_data_Cusseddu, spreadsheet ""Species inter(plant cover)"") we could confirm they correspond to mean and SE. I calculated mean and SD data after 18 months directly from raw data. ",yes,yes,yes,,single sps,"figure 4 or supplementary materia (Raw data - ""Species inter (plant cover)"" - Percent cover after 18 months)",pair-wise species and point in the gradient,389_09,389_05,6.90,16.40,9.50,12.80,8.00,8.00,3.36,4.53,NA,NA,NA,NA,hedges_d,no,ok,na,na
camila,luanne,after_2013,389,389,389,389_10,Cusseddu_et_al._2016,10.7717/peerj.2199,2016,mar/2013,mar/2014,Sardinia (Badesi),Italy,"40°56'45""N","08°49'41""E","40,946","8,828",not informed,temperate,mediterranean,mediterranean,"not informed (but see https://weather-and-climate.com/average-monthly-precipitation-Rainfall,badesi-sardinia-it,Italy) / https://www.researchgate.net/publication/260409523_Exploitation_of_Annual_and_Perennial_Herbaceous_Species_for_the_Rehabilitation_of_a_Sand_Quarry_in_a_Mediterranean_Environment",600,"0,344",back dunes,2,mixed,Pinus spp. (Pinus halepensis e Pinus pinea),pinus,,not informed,completar,,tree,tree,woody,not informed (but see http://www.tandfonline.com/doi/full/10.1080/11263504.2015.1115438?scroll=top&needAccess=true BUT http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:262982-1),exotic_naturalized_country,naturalized,several,Armeria pungens,armeria pungens,,not informed,completar,,sub-shrub,sub_shrub,woody,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30024238-2),native_country,native,not informed,several,several,0,1,several,inter,plant coverage,abundance,experimental,540,neutral,2014,"I assumed that authors pooled all the plots and averaged the target species cover in Fig. 4. The authors do not inform if data in Fig 4 are mean and SE, but because they provided raw data (supplementary material, file ""Raw_data_Cusseddu, spreadsheet ""Species inter(plant cover)"") we could confirm they correspond to mean and SE. I calculated mean and SD data after 18 months directly from raw data. ",yes,yes,no_3,,single sps,"figure 4 or supplementary materia (Raw data - ""Species inter (plant cover)"" - Percent cover after 18 months)",pair-wise species and point in the gradient,389_10,389_06,8.60,11.10,8.50,8.60,8.00,8.00,3.01,3.04,NA,NA,NA,NA,hedges_d,no,ok,na,na
camila,luanne,after_2013,389,389,389,389_11,Cusseddu_et_al._2016,10.7717/peerj.2199,2016,mar/2013,mar/2014,Sardinia (Badesi),Italy,"40°56'45""N","08°49'41""E","40,946","8,828",not informed,temperate,mediterranean,mediterranean,"not informed (but see https://weather-and-climate.com/average-monthly-precipitation-Rainfall,badesi-sardinia-it,Italy) / https://www.researchgate.net/publication/260409523_Exploitation_of_Annual_and_Perennial_Herbaceous_Species_for_the_Rehabilitation_of_a_Sand_Quarry_in_a_Mediterranean_Environment",600,"0,344",back dunes,2,mixed,Armeria pungens,armeria pungens,,not informed,completar,,sub-shrub,sub_shrub,woody,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30024238-2),native_country,native,several,Carpobrotus acinaciformis,carpobrotus acinaciformis,,not informed,completar,,perennial (does it mean forb?),forb,herb,not informed (but see http://www.tandfonline.com/doi/full/10.1080/11263504.2015.1115438?scroll=top&needAccess=true AND http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:360773-1#distribution-map),exotic_naturalized_country,naturalized,not informed,several,several,0,0,several,inter,plant coverage,abundance,experimental,540,neutral,2014,"I assumed that authors pooled all the plots and averaged the target species cover in Fig. 4. The authors do not inform if data in Fig 4 are mean and SE, but because they provided raw data (supplementary material, file ""Raw_data_Cusseddu, spreadsheet ""Species inter(plant cover)"") we could confirm they correspond to mean and SE. I calculated mean and SD data after 18 months directly from raw data. ",yes,yes,yes,,single sps,"figure 4 or supplementary materia (Raw data - ""Species inter (plant cover)"" - Percent cover after 18 months)",pair-wise species and point in the gradient,389_11,389_05,29.50,17.50,19.70,7.90,8.00,8.00,6.97,2.79,NA,NA,NA,NA,hedges_d,no,ok,na,na
camila,luanne,after_2013,389,389,389,389_12,Cusseddu_et_al._2016,10.7717/peerj.2199,2016,mar/2013,mar/2014,Sardinia (Badesi),Italy,"40°56'45""N","08°49'41""E","40,946","8,828",not informed,temperate,mediterranean,mediterranean,"not informed (but see https://weather-and-climate.com/average-monthly-precipitation-Rainfall,badesi-sardinia-it,Italy) / https://www.researchgate.net/publication/260409523_Exploitation_of_Annual_and_Perennial_Herbaceous_Species_for_the_Rehabilitation_of_a_Sand_Quarry_in_a_Mediterranean_Environment",600,"0,344",back dunes,2,mixed,Pinus spp. (Pinus halepensis e Pinus pinea),pinus,,not informed,completar,,tree,tree,woody,not informed (but see http://www.tandfonline.com/doi/full/10.1080/11263504.2015.1115438?scroll=top&needAccess=true BUT http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:262982-1),exotic_naturalized_country,naturalized,several,Carpobrotus acinaciformis,carpobrotus acinaciformis,,not informed,completar,,perennial (does it mean forb?),forb,herb,not informed (but see http://www.tandfonline.com/doi/full/10.1080/11263504.2015.1115438?scroll=top&needAccess=true AND http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:360773-1#distribution-map),exotic_naturalized_country,naturalized,not informed,several,several,0,0,several,inter,plant coverage,abundance,experimental,540,neutral,2014,"I assumed that authors pooled all the plots and averaged the target species cover in Fig. 4. The authors do not inform if data in Fig 4 are mean and SE, but because they provided raw data (supplementary material, file ""Raw_data_Cusseddu, spreadsheet ""Species inter(plant cover)"") we could confirm they correspond to mean and SE. I calculated mean and SD data after 18 months directly from raw data. ",yes,yes,no_3,,single sps,"figure 4 or supplementary materia (Raw data - ""Species inter (plant cover)"" - Percent cover after 18 months)",pair-wise species and point in the gradient,389_12,389_7,17.60,10.00,12.20,12.20,8.00,8.00,4.31,4.31,NA,NA,NA,NA,hedges_d,no,ok,na,na
camila,luanne,after_2013,389,389,389,389_13,Cusseddu_et_al._2016,10.7717/peerj.2199,2016,mar/2013,mar/2014,Sardinia (Badesi),Italy,"40°56'45""N","08°49'41""E","40,946","8,828",not informed,temperate,mediterranean,mediterranean,"not informed (but see https://weather-and-climate.com/average-monthly-precipitation-Rainfall,badesi-sardinia-it,Italy) / https://www.researchgate.net/publication/260409523_Exploitation_of_Annual_and_Perennial_Herbaceous_Species_for_the_Rehabilitation_of_a_Sand_Quarry_in_a_Mediterranean_Environment",600,"0,344",back dunes,2,mixed,Armeria pungens,armeria pungens,,not informed,completar,,sub-shrub,sub_shrub,woody,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30024238-2),native_country,native,several,Pinus spp. (Pinus halepensis e Pinus pinea),pinus,,not informed,completar,,tree,tree,woody,not informed (but see http://www.tandfonline.com/doi/full/10.1080/11263504.2015.1115438?scroll=top&needAccess=true BUT http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:262982-1),exotic_naturalized_country OR native_country,naturalized,not informed,several,several,0,1,several,inter,plant coverage,abundance,experimental,540,neutral,2014,"I assumed that authors pooled all the plots and averaged the target species cover in Fig. 4. The authors do not inform if data in Fig 4 are mean and SE, but because they provided raw data (supplementary material, file ""Raw_data_Cusseddu, spreadsheet ""Species inter(plant cover)"") we could confirm they correspond to mean and SE. I calculated mean and SD data after 18 months directly from raw data. ",yes,yes,no_3,study about the effects of two species of pinus as neighbour sp,single sps,"figure 4 or supplementary materia (Raw data - ""Species inter (plant cover)"" - Percent cover after 18 months)",pair-wise species and point in the gradient,389_13,389_6,55.90,42.60,17.70,23.60,8.00,8.00,6.26,8.34,NA,NA,NA,NA,hedges_d,no,ok,na,na
camila,luanne,after_2013,389,389,389,389_14,Cusseddu_et_al._2016,10.7717/peerj.2199,2016,mar/2013,mar/2014,Sardinia (Badesi),Italy,"40°56'45""N","08°49'41""E","40,946","8,828",not informed,temperate,mediterranean,mediterranean,"not informed (but see https://weather-and-climate.com/average-monthly-precipitation-Rainfall,badesi-sardinia-it,Italy) / https://www.researchgate.net/publication/260409523_Exploitation_of_Annual_and_Perennial_Herbaceous_Species_for_the_Rehabilitation_of_a_Sand_Quarry_in_a_Mediterranean_Environment",600,"0,344",back dunes,2,mixed,Carpobrotus acinaciformis,carpobrotus acinaciformis,,not informed,completar,,perennial (does it mean forb?),forb,herb,not informed (but see http://www.tandfonline.com/doi/full/10.1080/11263504.2015.1115438?scroll=top&needAccess=true AND http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:360773-1#distribution-map),exotic_naturalized_country,naturalized,several,Pinus spp. (Pinus halepensis e Pinus pinea),pinus,,not informed,completar,,tree,tree,woody,not informed (but see http://www.tandfonline.com/doi/full/10.1080/11263504.2015.1115438?scroll=top&needAccess=true BUT http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:262982-1),exotic_naturalized_country OR native_country,naturalized,not informed,several,several,0,0,several,inter,plant coverage,abundance,experimental,540,neutral,2014,"I assumed that authors pooled all the plots and averaged the target species cover in Fig. 4. The authors do not inform if data in Fig 4 are mean and SE, but because they provided raw data (supplementary material, file ""Raw_data_Cusseddu, spreadsheet ""Species inter(plant cover)"") we could confirm they correspond to mean and SE. I calculated mean and SD data after 18 months directly from raw data. ",yes,yes,no_3,study about the effects of two species of pinus as neighbour sp,single sps,"figure 4 or supplementary materia (Raw data - ""Species inter (plant cover)"" - Percent cover after 18 months)",pair-wise species and point in the gradient,389_14,389_7,42.10,35.30,24.60,20.00,8.00,8.00,8.70,7.07,NA,NA,NA,NA,hedges_d,no,ok,na,na
camila,luanne,after_2013,389,389,389,389_17,Cusseddu_et_al._2016,10.7717/peerj.2199,2016,oct/2013,over_3_seasons,Sardinia (Badesi),Italy,"40°56'45""N","08°49'41""E","40,946","8,828",not informed,temperate,mediterranean,mediterranean,"not informed (but see https://weather-and-climate.com/average-monthly-precipitation-Rainfall,badesi-sardinia-it,Italy) / https://www.researchgate.net/publication/260409523_Exploitation_of_Annual_and_Perennial_Herbaceous_Species_for_the_Rehabilitation_of_a_Sand_Quarry_in_a_Mediterranean_Environment",600,"0,344",middle-dunes,2,isolated_obs,Lotus cytisoides,lotus cytisoides,,not informed,completar,,herb (information confirmed by Valentina Cusseddu by e-mail in may 2020),forb,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:503580-1),native_country,native,adult,Lotus cytisoides,lotus cytisoides,,not informed,completar,,herb (information confirmed by Valentina Cusseddu by e-mail in may 2020),forb,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:503580-1),native_country,native,seedling,seedling,seedling,1,1,adult_seedling,intra,survival,survival,observational,270,neutral,not informed,na,yes,yes,yes,,single sps,table S2,pair-wise species and point in the gradient,389_17,389_10,NA,NA,NA,NA,25.00,25.00,NA,NA,1.00,1.00,24.00,24.00,odds,no,ok,na,na
camila,luanne,after_2013,389,389,389,389_18,Cusseddu_et_al._2016,10.7717/peerj.2199,2016,oct/2013,over_3_seasons,Sardinia (Badesi),Italy,"40°56'45""N","08°49'41""E","40,946","8,828",not informed,temperate,mediterranean,mediterranean,"not informed (but see https://weather-and-climate.com/average-monthly-precipitation-Rainfall,badesi-sardinia-it,Italy) / https://www.researchgate.net/publication/260409523_Exploitation_of_Annual_and_Perennial_Herbaceous_Species_for_the_Rehabilitation_of_a_Sand_Quarry_in_a_Mediterranean_Environment",600,"0,344",middle-dunes,2,patch,Pancratium maritimum,pancratium maritimum,,not informed,completar,,forb,forb,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:66466-1#distribution-map),native_country,native,adult,Pancratium maritimum,pancratium maritimum,,not informed,completar,,forb,forb,herb,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:66466-1),native_country,native,seedling,seedling,seedling,1,1,adult_seedling,intra,survival,survival,observational,270,neutral,not informed,na,yes,yes,yes,,single sps,table S2,pair-wise species and point in the gradient,389_18,389_11,NA,NA,NA,NA,25.00,25.00,NA,NA,0.00,0.00,25.00,25.00,odds,no,ok,na,na
camila,luanne,after_2013,389,389,389,389_19,Cusseddu_et_al._2016,10.7717/peerj.2199,2016,oct/2013,over_3_seasons,Sardinia (Badesi),Italy,"40°56'45""N","08°49'41""E","40,946","8,828",not informed,temperate,mediterranean,mediterranean,"not informed (but see https://weather-and-climate.com/average-monthly-precipitation-Rainfall,badesi-sardinia-it,Italy) / https://www.researchgate.net/publication/260409523_Exploitation_of_Annual_and_Perennial_Herbaceous_Species_for_the_Rehabilitation_of_a_Sand_Quarry_in_a_Mediterranean_Environment",600,"0,344",middle-dunes,2,isolated_obs,Armeria pungens,armeria pungens,,not informed,completar,,sub-shrub,sub_shrub,woody,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30024238-2),native_country,native,adult,Armeria pungens,armeria pungens,,not informed,completar,,sub-shrub,sub_shrub,woody,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30024238-2),native_country,native,seedling,seedling,seedling,1,1,adult_seedling,intra,survival,survival,observational,270,positive,not informed,na,yes,yes,yes,,single sps,table S2,pair-wise species and point in the gradient,389_19,389_12,NA,NA,NA,NA,25.00,25.00,NA,NA,8.00,3.00,17.00,22.00,odds,no,ok,na,na
camila,luanne,after_2013,389,389,389,389_20,Cusseddu_et_al._2016,10.7717/peerj.2199,2016,oct/2013,over_3_seasons,Sardinia (Badesi),Italy,"40°56'45""N","08°49'41""E","40,946","8,828",not informed,temperate,mediterranean,mediterranean,"not informed (but see https://weather-and-climate.com/average-monthly-precipitation-Rainfall,badesi-sardinia-it,Italy) / https://www.researchgate.net/publication/260409523_Exploitation_of_Annual_and_Perennial_Herbaceous_Species_for_the_Rehabilitation_of_a_Sand_Quarry_in_a_Mediterranean_Environment",600,"0,344",back dunes,2,isolated_obs,Armeria pungens,armeria pungens,,not informed,completar,,sub-shrub,sub_shrub,woody,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30024238-2),native_country,native,adult,Armeria pungens,armeria pungens,,not informed,completar,,sub-shrub,sub_shrub,woody,not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30024238-2),native_country,native,seedling,seedling,seedling,1,1,adult_seedling,intra,survival,survival,observational,270,neutral,not informed,na,yes,yes,yes,,single sps,table S2,pair-wise species and point in the gradient,389_20,389_13,NA,NA,NA,NA,25.00,25.00,NA,NA,21.00,20.00,4.00,5.00,odds,no,ok,na,na
camila -> marina,luanne,after_2013,407,407,407,407_03,Fenu_et_al._2016,,2016,not informed,not informed,Sardinia (Portixeddu),Italy,39°44'N,08°40'E,"39,733","8,667",not informed,temperate,mediterranean,mediterranean,733,733,"0,352",stabilized dunes,2,mixed,"several (Cisto-Lavanduletalia group [Structural taxa: Cistus salviifolius, C. creticus ssp. eriocephalus, Helichrysum microphyllum ssp. tyrrhenicum, Lavandula stoechas. Others: Osyris alba] and also Pistacia lentiscus L., Quercus calliprinos Webb (sapling), Juniperus macrocarpa Sibth. & Sm. (sapling), Juniperus phoenicea L. ssp. turbinata (Guss.) Nyman (sapling)).",several,,not informed,several,,"not informed, but I assume several (clumps of the neighbor)",shrub,woody,not informed (but I suppose mostly native),impossible_to_know,impossible_to_know,not informed (probably several because it was clumps of the neighbor),Dianthus morisianus,dianthus morisianus,,Caryophyllaceae,caryophyllaceae,,"suffrutex (it has woody stems but the authors call it herb in ""The effectiveness of plant conservation measures:the Dianthus morisianus reintroduction"")",sub_shrub,woody,native (and endemic),native_study,native,juvenile and adult (defined from individual height),several,several,,,,inter,rosette height,growth_size,observational,not informed,positive,not informed,The authors seem to put all the plants (juvenile and adult) together. Rosette height indicates a vegetative (not reproductive) parameter.,yes,yes,no_1,,,table 1,performance estimator is growth_size,407_03,407_03,7.46,9.60,2.59,3.33,58.00,29.00,0.34,0.62,NA,NA,NA,NA,hedges_d,other outcomes,ok,sent in 2017,no answer
camila -> marina,luanne,after_2013,407,407,407,407_05,Fenu_et_al._2016,,2016,not informed,not informed,Sardinia (Portixeddu),Italy,39°44'N,08°40'E,"39,733","8,667",not informed,temperate,mediterranean,mediterranean,733,733,"0,352",stabilized dunes,2,mixed,"several (Cisto-Lavanduletalia group [Structural taxa: Cistus salviifolius, C. creticus ssp. eriocephalus, Helichrysum microphyllum ssp. tyrrhenicum, Lavandula stoechas. Others: Osyris alba] and also Pistacia lentiscus L., Quercus calliprinos Webb (sapling), Juniperus macrocarpa Sibth. & Sm. (sapling), Juniperus phoenicea L. ssp. turbinata (Guss.) Nyman (sapling)).",several,,not informed,several,,shrub,shrub,woody,not informed (but I suppose mostly native),impossible_to_know,impossible_to_know,not informed (probably several because it was clumps of the neighbor),Dianthus morisianus,dianthus morisianus,,Caryophyllaceae,caryophyllaceae,,"suffrutex (it has woody stems but the authors call it herb in ""The effectiveness of plant conservation measures:the Dianthus morisianus reintroduction"")",sub_shrub,woody,native (and endemic),native_study,native,adult,adult,not_seedling,,,,inter,total number of flowers,reproduction,observational,not informed,positive,not informed,The authors measured other reproductive traits with different outcomes (number of abortive fruits and number of parasitized fruits per plant were the same in the two treatments),no,"there is data about number of fruits available, which is preferable",no_1,,,table 1,different performance estimator,407_05,407_05,3.31,5.52,4.37,3.70,58.00,29.00,0.57,0.69,NA,NA,NA,NA,hedges_d,other outcomes,ok,sent in 2017,no answer
camila -> marina,luanne,after_2013,407,407,407,407_06,Fenu_et_al._2016,,2016,not informed,not informed,Sardinia (Portixeddu),Italy,39°44'N,08°40'E,"39,733","8,667",not informed,temperate,mediterranean,mediterranean,733,733,"0,352",stabilized dunes,2,mixed,"several (Cisto-Lavanduletalia group [Structural taxa: Cistus salviifolius, C. creticus ssp. eriocephalus, Helichrysum microphyllum ssp. tyrrhenicum, Lavandula stoechas. Others: Osyris alba] and also Pistacia lentiscus L., Quercus calliprinos Webb (sapling), Juniperus macrocarpa Sibth. & Sm. (sapling), Juniperus phoenicea L. ssp. turbinata (Guss.) Nyman (sapling)).",several,,not informed,several,,shrub,shrub,woody,not informed (but I suppose mostly native),impossible_to_know,impossible_to_know,not informed (probably several because it was clumps of the neighbor),Dianthus morisianus,dianthus morisianus,,Caryophyllaceae,caryophyllaceae,,"suffrutex (it has woody stems but the authors call it herb in ""The effectiveness of plant conservation measures:the Dianthus morisianus reintroduction"")",sub_shrub,woody,native (and endemic),native_study,native,adult,adult,not_seedling,,,,inter,number of fruits per plant,reproduction,observational,not informed,positive,not informed,na,yes,yes,no_1,,,table 1,different performance estimator,407_06,407_06,2.65,5.34,4.05,3.73,58.00,29.00,0.53,0.69,NA,NA,NA,NA,hedges_d,other outcomes,ok,sent in 2017,no answer
