"","X.2","X.1","X","checking","researcher","study2013","study2017","study2020","study2022","outcome","reference","doi","pub_year","start_date","end_date","location1","location2","coordinate1","coordinate2","dd_lat","dd_long","region1","region2","climate1","climate2","map1","map2","gai","gradient1","gradient2","n_type","n_sp_paper","n_sp","n_sp_LCVP","n_family_paper","n_family","n_family_LCVP","n_lifeform1","n_lifeform2","n_lifeform3","n_origin1","n_origin2","n_origin3","n_lifestage","t_sp_paper","t_sp","t_sp_LCVP","t_family_paper","t_family","t_family_LCVP","t_lifeform1","t_lifeform2","t_lifeform3","t_origin1","t_origin2","t_origin3","t_lifestage1","t_lifestage2","t_lifestage3","lifeform1_similarity","lifeform2_similarity","lifestage_n_t","interaction_type","performance1","performance2","study_type","duration","net_interaction","last_year","obs","suitable_meta","suitable_meta_reason","suitable_for_master_project","suitable_master_reason","target_sp_plot","data_location","differences_within_outcomes","cID","nID","MEANc","MEANn","SDc","SDn","Nc","Nn","SE_c","SE_n","sucess_c","sucess_n","fail_c","fail_n","data_type","ask_data","status_oct2017","status_email","answer_obs","phylo_dist"
"131",131,131,415,"camila","luanne","after_2013","337","337",337,"337_05","Castanho_&_Prado_2014","10.1371/journal.pone.0105082",2014,"jul/2010","jul/2011","Ilha do Cardoso (Maruja) São Paulo","Brazil","25°13'S","47°59'W","-25,2166","-47,9994","not informed","temperate_subtropical","not informed ","humid_subtropical","2050 mm","2050","1,815","open scrub","2","isolated","Guapira opposita","guapira opposita","Guapira opposita (Vell.) Reitz ","Nyctaginaceae","nyctaginaceae","Nyctaginaceae","tree","tree","woody","native","native_study","native","adult","Ternstroemia brasiliensis","ternstroemia brasiliensis","Ternstroemia brasiliensis Cambess. ","Pentaphylacaceae","pentaphylacaceae","Ternstroemiaceae","tree","tree","woody","native","native_study","native","seedling","seedling","seedling",1,1,"adult_seedling","inter","aboveground biomass increment","growth","experimental","358","negative","2011","Although the authors present only estimated odds ratio in the paper, the original data is avaiable on Supplementary Material. I used the data to calculate mean and standard error of survival or growth for each treatment in each shore proximity. The initial aboveground biomass was estimated by a model.","yes","yes","yes",NA,"single sps","dataset S1 (supplementary material)","growth, shore proximity 120-130m","337_05","337_05",0.04,-0.07,0.11,0.13,46,75,0.02,0.02,NA,NA,NA,NA,"hedges_d","no","ok","na","na",239.748466
"132",132,132,416,"camila","luanne","after_2013","337","337",337,"337_06","Castanho_&_Prado_2014","10.1371/journal.pone.0105082",2014,"jul/2010","jul/2011","Ilha do Cardoso (Maruja) São Paulo","Brazil","25°13'S","47°59'W","-25,2166","-47,9994","not informed","temperate_subtropical","not informed ","humid_subtropical","2050 mm","2050","1,815","open scrub","2","isolated","Guapira opposita","guapira opposita","Guapira opposita (Vell.) Reitz ","Nyctaginaceae","nyctaginaceae","Nyctaginaceae","tree","tree","woody","native","native_study","native","adult","Ternstroemia brasiliensis","ternstroemia brasiliensis","Ternstroemia brasiliensis Cambess. ","Pentaphylacaceae","pentaphylacaceae","Ternstroemiaceae","tree","tree","woody","native","native_study","native","seedling","seedling","seedling",1,1,"adult_seedling","inter","aboveground biomass increment","growth","experimental","358","negative","2011","Although the authors present only estimated odds ratio in the paper, the original data is avaiable on Supplementary Material. I used the data to calculate mean and standard error of survival or growth for each treatment in each shore proximity. The initial aboveground biomass was estimated by a model.","yes","yes","yes",NA,"single sps","dataset S1 (supplementary material)","growth, shore proximity 190-200m","337_06","337_06",0.06,-0.3,0.83,1.25,57,59,0.11,0.16,NA,NA,NA,NA,"hedges_d","no","ok","na","na",239.748466
"133",133,133,417,"","luisa","after_2013","na","na",505,"505_01","Castanho_et_al_2015","after_2013",2015,"2009","2011","Ilha do Cardoso (Maruja) São Paulo","Brazil","25°12'S","44°17'W","-25,2166","-47,9994","not informed","temperate_subtropical","not informed ","humid_subtropical","2050 mm","2050","1,815","open scrub","2","isolated","Guapira opposita","Guapira opposita","Guapira opposita (Vell.) Reitz ","Nyctaginaceae","nyctaginaceae","Nyctaginaceae","tree","tree","woody","native","native_study","native","adult","Ternstroemia brasiliensis","","Ternstroemia brasiliensis Cambess. ","Pentaphyllacaceae","","Ternstroemiaceae","tree","tree","woody","native","native_study","native","seedling","seedling","seedling",1,1,"adult_seedling","inter","survival (%)","survival","experimental","546","positive","2011","",NA,NA,"yes",NA,"single sps","data provided by authors","different dune position ","505_01","505_01",0,0.03,0,0.1,30,30,NA,NA,NA,NA,NA,NA,"hedges_d","","","","",239.748466
"134",134,134,418,"","luisa","after_2013","na","na",505,"505_02","Castanho_et_al_2015","after_2013",2015,"2009","2011","Ilha do Cardoso (Maruja) São Paulo","Brazil","25°12'S","44°17'W","-25,2166","-47,9994","not informed","temperate_subtropical","not informed ","humid_subtropical","2050 mm","2050","1,815","open scrub","2","isolated","Guapira opposita","Guapira opposita","Guapira opposita (Vell.) Reitz ","Nyctaginaceae","nyctaginaceae","Nyctaginaceae","tree","tree","woody","native","native_study","native","adult","Ternstroemia brasiliensis","","Ternstroemia brasiliensis Cambess. ","Pentaphyllacaceae","","Ternstroemiaceae","tree","tree","woody","native","native_study","native","seedling","seedling","seedling",1,1,"adult_seedling","inter","survival (%)","survival","experimental","546","positive","2011","",NA,NA,"yes",NA,"single sps","data provided by authors","different dune position ","505_02","505_02",0.01,0.02,0.03,0.06,30,30,NA,NA,NA,NA,NA,NA,"hedges_d","","","","",239.748466
"135",135,135,419,"","luisa","after_2013","na","na",505,"505_03","Castanho_et_al_2015","after_2013",2015,"2009","2011","Ilha do Cardoso (Maruja) São Paulo","Brazil","25°12'S","44°17'W","-25,2166","-47,9994","not informed","temperate_subtropical","not informed ","humid_subtropical","2050 mm","2050","1,815","open scrub","2","isolated","Guapira opposita","Guapira opposita","Guapira opposita (Vell.) Reitz ","Nyctaginaceae","nyctaginaceae","Nyctaginaceae","tree","tree","woody","native","native_study","native","adult","Ternstroemia brasiliensis","","Ternstroemia brasiliensis Cambess. ","Pentaphyllacaceae","","Ternstroemiaceae","tree","tree","woody","native","native_study","native","seedling","seedling","seedling",1,1,"adult_seedling","inter","survival (%)","survival","experimental","546","positive","2011","",NA,NA,"yes",NA,"single sps","data provided by authors","different dune position ","505_03","505_03",0.01,0.05,0.03,0.11,30,30,NA,NA,NA,NA,NA,NA,"hedges_d","","","","",239.748466
"136",136,136,425,"marina","camila","179_42","129","129",129,"129_04","Martinez_2003","10.1023/A:1024406707115",2003,"oct/1997","nov/1998","Veracruz, Mexico","Mexico","19°31'N","96°23'W","19,517","-96,383","not informed","tropical","not informed","tropical_savanna","1260","1260","0,634","parabolic mobile dunes","2","patch","Chamaecrista chamaecristoides var. chamaecristoides","chamaecrista chamaecristoides","Chamaecrista chamaecristoides (Collad.) Greene ","Leguminosae","leguminosae","Fabaceae","shrub","shrub","woody","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:54396-2)","native_country","native","adult","Trachypogon plumosus","trachypogon spicatus","Trachypogon spicatus (L.f.) Kuntze ","not informed","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:424391-1#distribution-map)","native_country","native","seedling","seedling","seedling",0,0,"adult_seedling","inter","survival","survival","experimental","365","positive","1998","na","yes","yes","yes",NA,"single sps","figure 4","pair-wise combination","129_01","129_01",NA,NA,NA,NA,200,200,NA,NA,0,15,200,185,"odds","yes about life stage","ok","no answer","na",271.516129
"137",137,137,426,"marina","camila","179_42","129","129",129,"129_05","Martinez_2003","10.1023/A:1024406707115",2003,"oct/1997","nov/1998","Veracruz, Mexico","Mexico","19°31'N","96°23'W","19,517","-96,383","not informed","tropical","not informed","tropical_savanna","1260","1260","0,634","parabolic mobile dunes","2","patch","Chamaecrista chamaecristoides var. chamaecristoides","chamaecrista chamaecristoides","Chamaecrista chamaecristoides (Collad.) Greene ","Leguminosae","leguminosae","Fabaceae","shrub","shrub","woody","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:54396-2)","native_country","native","adult","Schizachyrium scoparium var. littoralis","schizachyrium scoparium","Schizachyrium scoparium (Michx.) Nash ","not informed","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:420956-1#distribution-map)","native_country","native","seedling","seedling","seedling",0,0,"adult_seedling","inter","survival","survival","experimental","365","neutral","1998","na","yes","yes","yes",NA,"single sps","figure 4","pair-wise combination","129_02","129_02",NA,NA,NA,NA,200,200,NA,NA,0,10,200,190,"odds","yes about life stage","ok","no answer","na",271.516128
"138",138,138,427,"marina","camila","172_33","136","136",136,"136_01","Martinez_et_al._2004","10.1080/11956860.2004.11682847",2004,"feb/1996","aug/1996","Veracruz, Mexico","Mexico","19°31'N","96°23'W","19,517","-96,383","not informed","tropical","dry season","tropical_savanna","1260","1260","0,634","parabolic mobile dunes","2","patch_mono","Chamaecrista chamaecristoides var. chamaecristoides","chamaecrista chamaecristoides","Chamaecrista chamaecristoides (Collad.) Greene ","Leguminosae","leguminosae","Fabaceae","shrub","shrub","woody","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:54396-2)","native_country","native","not informed (probably adult)","Trachypogon plumosus","trachypogon spicatus","Trachypogon spicatus (L.f.) Kuntze ","not informed","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:424391-1#distribution-map)","native_country","native","adult","adult","not_seedling",0,0,"impossible","inter","abundance (density)","abundance","observational","30","positive","1996","Neighbor family was obtained from another study by the same author (Martinez 2003; study2017=129)","yes","yes","yes",NA,"single sps","table 2","pair-wise combination and nortes season (cold fronts)","136_01","136_01",0.25,1.06,0.16,0.98,9,9,0.05,0.33,NA,NA,NA,NA,"hedges_d","yes about life stage","ok","no answer","na",271.516129
"139",139,139,428,"marina","camila","172_33","136","136",136,"136_02","Martinez_et_al._2004","10.1080/11956860.2004.11682847",2004,"feb/1996","aug/1996","Veracruz, Mexico","Mexico","19°31'N","96°23'W","19,517","-96,383","not informed","tropical","dry season","tropical_savanna","1260","1260","0,634","parabolic mobile dunes","2","patch_mono","Chamaecrista chamaecristoides var. chamaecristoides","chamaecrista chamaecristoides","Chamaecrista chamaecristoides (Collad.) Greene ","Leguminosae","leguminosae","Fabaceae","shrub","shrub","woody","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:54396-2)","native_country","native","not informed (probably adult)","Schizachyrium scoparium var. littoralis","schizachyrium scoparium","Schizachyrium scoparium (Michx.) Nash ","not informed","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:420956-1#distribution-map)","native_country","native","adult","adult","not_seedling",0,0,"impossible","inter","abundance (density)","abundance","observational","30","positive","1996","Neighbor family was obtained from another study by the same author (Martinez 2003; study2017=129)","yes","yes","yes",NA,"single sps","table 2","pair-wise combination and nortes season (cold fronts)","136_02","136_02",0.16,0.21,0.18,0.2,9,9,0.06,0.07,NA,NA,NA,NA,"hedges_d","yes about life stage","ok","no answer","na",271.516128
"140",140,140,429,"marina","camila","172_33","136","136",136,"136_04","Martinez_et_al._2004","10.1080/11956860.2004.11682847",2004,"feb/1996","aug/1996","Veracruz, Mexico","Mexico","19°31'N","96°23'W","19,517","-96,383","not informed","tropical","dry season","tropical_savanna","1260","1260","0,634","parabolic mobile dunes","2","patch_mono","Chamaecrista chamaecristoides var. chamaecristoides","chamaecrista chamaecristoides","Chamaecrista chamaecristoides (Collad.) Greene ","Leguminosae","leguminosae","Fabaceae","shrub","shrub","woody","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:54396-2)","native_country","native","not informed (probably adult)","Trachypogon plumosus","trachypogon spicatus","Trachypogon spicatus (L.f.) Kuntze ","not informed","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:424391-1#distribution-map)","native_country","native","adult","adult","not_seedling",0,0,"impossible","inter","abundance (density)","abundance","observational","30","positive","1996","Neighbor family was obtained from another study by the same author (Martinez 2003; study2017=129)","yes","yes","yes",NA,"single sps","table 2","pair-wise combination and dry season","136_04","136_04",0.1,1.57,0.13,2.02,9,9,0.04,0.67,NA,NA,NA,NA,"hedges_d","yes about life stage","ok","no answer","na",271.516129
"141",141,141,431,"marina","camila","172_33","136","136",136,"136_05","Martinez_et_al._2004","10.1080/11956860.2004.11682847",2004,"feb/1996","aug/1996","Veracruz, Mexico","Mexico","19°31'N","96°23'W","19,517","-96,383","not informed","tropical","dry season","tropical_savanna","1260","1260","0,634","parabolic mobile dunes","2","patch_mono","Chamaecrista chamaecristoides var. chamaecristoides","chamaecrista chamaecristoides","Chamaecrista chamaecristoides (Collad.) Greene ","Leguminosae","leguminosae","Fabaceae","shrub","shrub","woody","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:54396-2)","native_country","native","not informed (probably adult)","Schizachyrium scoparium var. littoralis","schizachyrium scoparium","Schizachyrium scoparium (Michx.) Nash ","not informed","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:420956-1#distribution-map)","native_country","native","adult","adult","not_seedling",0,0,"impossible","inter","abundance (density)","abundance","observational","30","positive","1996","Neighbor family was obtained from another study by the same author (Martinez 2003; study2017=129)","yes","yes","yes",NA,"single sps","table 2","pair-wise combination and dry season","136_05","136_05",0.15,0.15,0.16,0.17,9,9,0.05,0.06,NA,NA,NA,NA,"hedges_d","yes about life stage","ok","no answer","na",271.516128
"142",142,142,432,"marina","camila","172_33","136","136",136,"136_07","Martinez_et_al._2004","10.1080/11956860.2004.11682847",2004,"feb/1996","aug/1996","Veracruz, Mexico","Mexico","19°31'N","96°23'W","19,517","-96,383","not informed","tropical","rainy season","tropical_savanna","1260","1260","0,634","parabolic mobile dunes","2","patch_mono","Chamaecrista chamaecristoides var. chamaecristoides","chamaecrista chamaecristoides","Chamaecrista chamaecristoides (Collad.) Greene ","Leguminosae","leguminosae","Fabaceae","shrub","shrub","woody","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:54396-2)","native_country","native","not informed (probably adult)","Trachypogon plumosus","trachypogon spicatus","Trachypogon spicatus (L.f.) Kuntze ","not informed","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:424391-1#distribution-map)","native_country","native","adult","adult","not_seedling",0,0,"impossible","inter","abundance (density)","abundance","observational","30","positive","1996","Neighbor family was obtained from another study by the same author (Martinez 2003; study2017=129)","yes","yes","yes",NA,"single sps","table 2","pair-wise combination and rainy season","136_07","136_07",0.17,0.92,0.16,1.09,9,9,0.05,0.36,NA,NA,NA,NA,"hedges_d","yes about life stage","ok","no answer","na",271.516129
"143",143,143,445,"marina","camila","172_33","136","136",136,"136_08","Martinez_et_al._2004","10.1080/11956860.2004.11682847",2004,"feb/1996","aug/1996","Veracruz, Mexico","Mexico","19°31'N","96°23'W","19,517","-96,383","not informed","tropical","rainy season","tropical_savanna","1260","1260","0,634","parabolic mobile dunes","2","patch_mono","Chamaecrista chamaecristoides var. chamaecristoides","chamaecrista chamaecristoides","Chamaecrista chamaecristoides (Collad.) Greene ","Leguminosae","leguminosae","Fabaceae","shrub","shrub","woody","not informed (http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:54396-2)","native_country","native","not informed (probably adult)","Schizachyrium scoparium var. littoralis","schizachyrium scoparium","Schizachyrium scoparium (Michx.) Nash ","not informed","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:420956-1#distribution-map)","native_country","native","adult","adult","not_seedling",0,0,"impossible","inter","abundance (density)","abundance","observational","30","positive","1996","Neighbor family was obtained from another study by the same author (Martinez 2003; study2017=129)","yes","yes","yes",NA,"single sps","table 2","pair-wise combination and rainy season","136_08","136_08",0.13,0.15,0.23,0.15,9,9,0.08,0.05,NA,NA,NA,NA,"hedges_d","yes about life stage","ok","no answer","na",271.516128
"144",144,144,446,"dri -> Marina","luanne","278_na","32","32",32,"32_03","Lee_1995","10.2307/3236397",1995,"apr/1987","nov/1989","New Jersey (Island Beach State Park)","USA","39°45'N to 39°55'N","74°06'W","39,835","-74,088","not informed","temperate","not informed","humid_continental","not informed (but see http://www.worldclimate.com/climate/us/new-jersey/toms-river because Toms River is the closest city I could find in World Climate)","1239,01","0,936","primary dune ridge","1","isolated_obs","Ammophila breviligulata","ammophila breviligulata","Calamagrostis breviligulata (Fernald) Saarela ","not informed","completar","Poaceae","perennial grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:11361-2#distribution-map)","native_state","native","several (less seed)","Solidago sempervirens","solidago sempervirens","Solidago sempervirens L. ","not informed","completar","Asteraceae","perennial","forb","herb","not informed (but see https://plants.usda.gov/plantguide/pdf/pg_sose.pdf)","native_state","native","adult","adult","not_seedling",0,1,"several","inter","reproductive biomass (mg)","reproduction","experimental","730","negative","1989","It is not clear if the authors collected these data from Ammophila too. I am using data from 1989 (last year of study)","yes","yes","yes",NA,"single sps","figure 5","na","32_01","32_01",80.2,40.5,66,39.5,25,25,13.2,7.9,NA,NA,NA,NA,"hedges_d","asked in 2017","ok","sent in 2017","e-mail address not valid",271.516128
"145",145,145,447,"camila","new_study","after_2013","na_416","416",416,"416_01","Menezes_et_al._2018","",2018,"2004","2005","Rio de Janeiro","Brazil","23°02'S","43°35'W","-23,0489","-43.5986","tropical","tropical","tropical rainy","tropical rainy","1240","1240","0,863","shrubby restinga","2","patch_mono","Allagoptera arenaria","allagoptera arenaria","Allagoptera arenaria (Gomes) Kuntze ","Palmae","palmae","Arecaceae","shrub","shrub","woody","native","native_study","native","adult","Allagoptera arenaria","allagoptera arenaria","Allagoptera arenaria (Gomes) Kuntze ","Palmae","palmae","Arecaceae","shrub","shrub","woody","native","native_study","native","seed","seed","seed",1,1,"adult_seed","intra","emergence","emergence","experimental","150","neutral","2005","The authors did an experiment with seeds under Allagoptera clumps and in open areas. They used different seeds and different conditions. We considered the most manipulated condition (seed buried 5 cm under the soil surface and without mesocarp) because these conditions simulate dispersion by Ateuchus aqualidus bug. There were 8 replications per treatment combination with 25 seed in each one. I used proportion of emerged seeds in each sampling unit as response variable (this way pseudoreplications were incorporated to response).","yes","yes","yes",NA,"single sps","data provided by authors and figure 1","seed condition (soil surface with mesocarp)","not_available","not_available",1e-11,1e-11,1e-11,1e-11,8,8,1e-11,1e-11,NA,NA,NA,NA,"hedges_d","yes, data form figure 2 and life stage","the study was included after 2017","sent in 2019 and 2023","authors sent data in 2019 to Camila and answered life stage",0
"146",146,146,448,"camila","new_study","after_2013","na_416","416",416,"416_02","Menezes_et_al._2018","",2018,"2004","2005","Rio de Janeiro","Brazil","23°02'S","43°35'W","-23,0489","-43.5986","tropical","tropical","tropical rainy","tropical rainy","1240","1240","0,863","shrubby restinga","2","patch_mono","Allagoptera arenaria","allagoptera arenaria","Allagoptera arenaria (Gomes) Kuntze ","Palmae","palmae","Arecaceae","shrub","shrub","woody","native","native_study","native","adult","Allagoptera arenaria","allagoptera arenaria","Allagoptera arenaria (Gomes) Kuntze ","Palmae","palmae","Arecaceae","shrub","shrub","woody","native","native_study","native","seed","seed","seed",1,1,"adult_seed","intra","emergence","emergence","experimental","150","negative","2005","The authors did an experiment with seeds under Allagoptera clumps and in open areas. They used different seeds and different conditions. We considered the most manipulated condition (seed buried 5 cm under the soil surface and without mesocarp) because these conditions simulate dispersion by Ateuchus aqualidus bug. There were 8 replications per treatment combination with 25 seed in each one. I used proportion of emerged seeds in each sampling unit as response variable (this way pseudoreplications were incorporated to response).","yes","yes","yes",NA,"single sps","data provided by authors and figure 1","seed condition (buried without mesocarp)","not_available","not_available",0.5,0.1,0.14,0.04,8,8,0.05,0.01,NA,NA,NA,NA,"hedges_d","yes, data form figure 2 and life stage","the study was included after 2017","sent in 2019 and 2023","authors sent data in 2019 to Camila and answered life stage",0
"147",147,147,455,"marina","camila","82_11","219","219",219,"219_04","Armas_&_Pugnaire_2009","10.1111/j.1654-1103.2009.01055.x",2009,"jan/2002","2_growing_seasons_after_jan/2002","Almeria, Spain","Spain","36°41'N","02°42'W","36,685","-2,7","not informed","temperate","dry mediteranean","mediterranean","220","220","0,159","top of stabilized dune (open shrub)","2","isolated","Pistacia lentiscus","pistacia lentiscus","Pistacia lentiscus L. ","Anacardiaceae","anacardiaceae","Anacardiaceae","shrub","shrub","woody","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:70253-1#distribution-map)","native_country","native","adult","Pistacia lentiscus","pistacia lentiscus","Pistacia lentiscus L. ","Anacardiaceae","anacardiaceae","Anacardiaceae","shrub","shrub","woody","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:70253-1#distribution-map)","native_country","native","seedling","seedling","seedling",1,1,"adult_seedling","intra","survival","survival","experimental","2 growing seasons","neutral","not informed","na","yes","yes","yes",NA,"single sps","data provided by authors","pair-wise combination","219_02","not informed",NA,NA,NA,NA,20,20,NA,NA,2,6,18,14,"odds","no","ok","na","na",0
"148",148,148,456,"camila","camila","66_06","232","232",232,"232_09","Forey_et_al._2010","10.1007/s11258-009-9642-z",2010,"sep/2003","sep/2004","Aquitaine, France (south)","France","44°43'N","01°14'W","44,717","-1,233","not informed","temperate","temperate oceanic","oceanic","875 (average year)","875","0,911","transition dune","2","isolated_obs","Helichrysum stoechas","helichrysum stoechas","Helichrysum stoechas (L.) Moench ","Asteraceae","asteraceae","Asteraceae","forb","forb","herb","not informed (but see https://www.researchgate.net/publication/237155202_A_taxonomic_revision_of_Helichrysum_sect_Stoechadina_Asteraceae_Gnaphalieae)","native_country","native","young","Helichrysum stoechas","helichrysum stoechas","Helichrysum stoechas (L.) Moench ","Asteraceae","asteraceae","Asteraceae","forb","forb","herb","not informed (but see https://www.researchgate.net/publication/237155202_A_taxonomic_revision_of_Helichrysum_sect_Stoechadina_Asteraceae_Gnaphalieae)","native_country","native","young","juvenile","not_seedling",1,1,"young_notseedling","intra","biomass increment (total)","growth","experimental","365","neutral","2004","na","yes","yes","yes",NA,"single sps","figure 3a and data provided by authors (biomass increment with neighbors)","pairwise combination","232_09","232_09",0.42,0.71,1.28,1.08,15,10,0.33,0.34,NA,NA,NA,NA,"hedges_d","yes","ok","sent in 2023","answered about the life stage",0
"149",149,149,457,"camila","camila","66_06","232","232",232,"232_23","Forey_et_al._2010","10.1007/s11258-009-9642-z",2010,"sep/2003","sep/2004","Aquitaine, France (south)","France","44°43'N","01°14'W","44,717","-1,233","not informed","temperate","temperate oceanic","oceanic","875 (average year)","875","0,911","transition dune","2","isolated_obs","Helichrysum stoechas","helichrysum stoechas","Helichrysum stoechas (L.) Moench ","Asteraceae","asteraceae","Asteraceae","forb","forb","herb","not informed (but see https://www.researchgate.net/publication/237155202_A_taxonomic_revision_of_Helichrysum_sect_Stoechadina_Asteraceae_Gnaphalieae)","native_country","native","young","Helichrysum stoechas","helichrysum stoechas","Helichrysum stoechas (L.) Moench ","Asteraceae","asteraceae","Asteraceae","forb","forb","herb","not informed (but see https://www.researchgate.net/publication/237155202_A_taxonomic_revision_of_Helichrysum_sect_Stoechadina_Asteraceae_Gnaphalieae)","native_country","native","young","juvenile","not_seedling",1,1,"young_notseedling","intra","survival","survival","experimental","365","neutral","2004","na","yes","yes","yes",NA,"single sps","figure 2a and data provided by authors (survival with neighbors)","pairwise combination and/or performance estimator","232_23","232_23",83.6,55.56,24.25,36.85,6,6,9.09,15.05,NA,NA,NA,NA,"hedges_d","yes","ok","sent in 2023","answered about the life stage",0
"150",150,150,458,"camila","camila","66_06","232","232",232,"232_07","Forey_et_al._2010","10.1007/s11258-009-9642-z",2010,"sep/2003","sep/2004","Aquitaine, France (south)","France","44°43'N","01°14'W","44,717","-1,233","not informed","temperate","temperate oceanic","oceanic","875 (average year)","875","0,911","transition dune","2","isolated_obs","Helichrysum stoechas","helichrysum stoechas","Helichrysum stoechas (L.) Moench ","Asteraceae","asteraceae","Asteraceae","forb","forb","herb","not informed (but see https://www.researchgate.net/publication/237155202_A_taxonomic_revision_of_Helichrysum_sect_Stoechadina_Asteraceae_Gnaphalieae)","native_country","native","young","Elymus farctus","elymus farctus","Thinopyrum junceum (L.) Á.Löve ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1166962-2#distribution-map)","native_country","native","young","juvenile","not_seedling",0,1,"young_notseedling","inter","biomass increment (total)","growth","experimental","365","neutral","2004","na","yes","yes","yes",NA,"single sps","figure 3a and data provided by authors (biomass increment with neighbors)","pairwise combination","232_07","232_07",-0.38,0.67,1.35,0.56,9,13,0.45,0.15,NA,NA,NA,NA,"hedges_d","yes","ok","sent in 2023","answered about the life stage",271.516128
"151",151,151,459,"camila","camila","66_06","232","232",232,"232_08","Forey_et_al._2010","10.1007/s11258-009-9642-z",2010,"sep/2003","sep/2004","Aquitaine, France (south)","France","44°43'N","01°14'W","44,717","-1,233","not informed","temperate","temperate oceanic","oceanic","875 (average year)","875","0,911","transition dune","2","isolated_obs","Helichrysum stoechas","helichrysum stoechas","Helichrysum stoechas (L.) Moench ","Asteraceae","asteraceae","Asteraceae","forb","forb","herb","not informed (but see https://www.researchgate.net/publication/237155202_A_taxonomic_revision_of_Helichrysum_sect_Stoechadina_Asteraceae_Gnaphalieae)","native_country","native","young","Ammophila arenaria","ammophila arenaria","Ammophila arenaria (L.) Link ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1141132-2#distribution-map)","native_country","native","young","juvenile","not_seedling",0,1,"young_notseedling","inter","biomass increment (total)","growth","experimental","365","neutral","2004","na","yes","yes","yes",NA,"single sps","figure 3a and data provided by authors (biomass increment with neighbors)","pairwise combination","232_08","232_08",-1.35,0.32,0.74,0.34,8,8,0.26,0.12,NA,NA,NA,NA,"hedges_d","yes","ok","sent in 2023","answered about the life stage",271.516128
"152",152,152,460,"camila","camila","66_06","232","232",232,"232_10","Forey_et_al._2010","10.1007/s11258-009-9642-z",2010,"sep/2003","sep/2004","Aquitaine, France (south)","France","44°43'N","01°14'W","44,717","-1,233","not informed","temperate","temperate oceanic","oceanic","875 (average year)","875","0,911","transition dune","2","isolated_obs","Helichrysum stoechas","helichrysum stoechas","Helichrysum stoechas (L.) Moench ","Asteraceae","asteraceae","Asteraceae","forb","forb","herb","not informed (but see https://www.researchgate.net/publication/237155202_A_taxonomic_revision_of_Helichrysum_sect_Stoechadina_Asteraceae_Gnaphalieae)","native_country","native","young","Corynephorus canescens","corynephorus canescens","Corynephorus canescens (L.) P.Beauv. ","Poaceae","poaceae","Poaceae","grass","grass","herb","not informed (but see http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:396681-1#distribution-map)","native_country","native","young","juvenile","not_seedling",0,1,"young_notseedling","inter","biomass increment (total)","growth","experimental","365","neutral","2004","na","yes","yes","yes",NA,"single sps","figure 3a and data provided by authors (biomass increment with neighbors)","pairwise combination","232_10","232_10",0.97,1.31,1.05,2.08,14,12,0.28,0.6,NA,NA,NA,NA,"hedges_d","yes","ok","sent in 2023","answered about the life stage",271.516129
